frame_idx,velocity_x,velocity_y,velocity_z,velocity_magnitude
0,0.0,0.0,0.0,0.0
1,-0.6301545000000011,-0.2748650000000009,-0.935,1.1605474837744691
2,-1.1763878999999986,-0.6758723999999995,-4.128000000000002,4.345236011121626
3,-0.8421034999999994,-0.03297050000000013,-1.58,1.7907052684857159
4,-0.42957799999999907,0.1756854999999996,-1.205,1.2912891438381449
5,0.15284050000000093,0.7094835,0.1,0.7326165813114663
6,0.4655489999999986,0.9848534999999998,0.075,1.091923663935922
7,0.7132950000000006,0.9383445000000006,-0.155,1.1888251165353345
8,0.6979649999999993,0.8941784999999999,-0.525,1.2499341306993936
9,0.7466800000000023,0.8645320000000004,-0.255,1.1704578597386597
10,0.5911779999999999,0.7916649999999998,-0.42,1.073603697790297
11,0.22453200000000037,0.8489145000000002,-0.735,1.1451180931826421
12,-0.12410649999999919,0.8042165,-1.125,1.3884493516922034
13,-0.33108150000000025,0.7969005000000005,-0.51,1.0023798514248483
14,-0.7304124999999999,1.0302719999999999,0.25,1.287424877086135
15,-0.8952631666666673,0.9163953333333336,0.7783333333333303,1.4990261246298924
16,-0.9385455000000001,0.4660454999999996,0.865,1.3587829347031481
17,-0.7769395000000009,0.45872700000000066,1.105,1.4265659631398935
18,-0.9296685000000013,0.5061950000000002,0.425,1.1406760705464338
19,-0.7964244999999983,0.48945100000000025,0.29,0.9787513808936606
20,-0.7662750000000006,0.7602739999999995,-0.41,1.1546834764129086
21,-0.9943809999999996,0.6152589999999998,-0.805,1.4196345340410677
22,-0.9257809999999995,0.9017559999999998,-0.765,1.501818678635007
23,-0.33701350000000047,1.2921829999999987,0.19,1.3488569252041698
24,-0.0528020000000015,1.326139,0.58,1.4483896915281467
25,-0.0566050000000007,1.2277744999999993,0.99,1.5782060539977816
26,-0.15013150000000108,1.0345755000000003,1.32,1.683830731544148
27,-0.4596505000000002,0.9740530000000001,0.865,1.3814061057340272
28,-0.5894895000000008,0.9305754999999993,0.175,1.115389452976179
29,-0.3664850000000001,0.7520849999999996,-0.31,0.8922124760672199
30,-0.32286850000000183,0.6400854999999995,-0.45,0.8464357716935766
31,-0.6859329999999989,0.6327829999999994,-0.655,1.1401506065331886
32,-0.5195360000000017,0.6185314999999997,-0.205,0.8333809883770155
33,-0.28978050000000055,0.7889190000000008,0.45,0.9533446002056399
34,-0.42172600000000104,0.5944995,0.465,0.8645851459377791
35,-0.503331833333333,0.5074240000000003,0.6916666666666696,0.9945978222379518
36,-0.7512715000000003,0.1603094999999996,1.125,1.3622529142940016
37,-0.6899120000000005,0.08049599999999998,0.99,1.2093627138952154
38,-0.5037120000000005,0.07264649999999903,1.1,1.2120244605230748
39,-0.4833995000000004,0.018733000000000288,0.88,1.0042041634494703
40,-0.29236549999999967,-0.1083265,0.945,0.9951066355886186
41,-0.33398599999999873,-0.13553249999999992,0.45,0.5765550335850422
42,-0.42022100000000023,-0.09460500000000024,-0.125,0.4485095259478891
43,-0.46841250000000056,-0.06851900000000001,0.16,0.49970503651379233
44,-0.5535060000000009,-0.07768300000000011,0.22,0.6006692438647089
45,-0.5989945,-0.27835950000000026,0.56,0.8659552080047214
46,-0.5819259999999997,-0.5550970000000006,0.465,0.9289755372909453
47,-0.7281039999999996,-0.7214140000000003,0.465,1.125521476566307
48,-1.1083438999999986,-1.4028603999999996,-2.188000000000002,2.825559679524638
49,-1.0708906666666678,-0.9542734999999999,0.8383333333333303,1.661399262830522
50,-0.8315128333333348,-0.7511539999999997,1.1566666666666696,1.6104420826257038
51,-0.5440959999999984,-0.6742134999999996,1.86,2.051878237322636
52,-0.12158999999999992,-0.5224710000000005,2.2,2.264455800836263
53,-0.06824250000000007,-0.5782525000000004,2.0,2.0830345634584417
54,-0.3228620000000012,-0.773141,1.425,1.6530613651419601
55,-0.6385554999999999,-1.1804349999999995,0.035,1.342536746538153
56,-0.7995194999999989,-1.3006935,-0.235,1.544752411172256
57,-0.8191650000000016,-1.2670465000000002,0.055,1.5097891012943674
58,-0.8597559999999999,-1.1854924999999992,0.46,1.5349830119881613
59,-0.9121775000000014,-1.0099540000000002,0.45833333333333487,1.436016823740829
60,-0.9509869999999989,-0.856078,0.965,1.6026449439139656
61,-0.9204173333333335,-0.6751460000000002,1.3366666666666698,1.7577451369849473
62,-0.5594475000000011,-0.8698155000000009,1.655,1.9515597631885382
63,-0.3594439999999986,-1.0459830000000006,0.645,1.280353632956536
64,-0.07836500000000114,-1.1509960000000001,-0.155,1.164026574112894
65,0.1105691666666678,-1.0646363333333335,-0.6283333333333303,1.2411602799995574
66,0.23532299999999964,-0.4593219999999997,-0.06,0.5195706054166263
67,0.14562650000000077,-0.3986635000000001,-0.1,0.43605007021499304
68,0.28455499999999917,-0.45939149999999984,0.44,0.6968587362566745
69,0.03409750000000031,-0.45664750000000026,0.42,0.6213610695581919
70,0.2547734999999989,-0.7335754999999995,1.195,1.4251552724185876
71,0.47444699999999895,-0.5608224999999999,1.735,1.8841037212200524
72,0.2514329999999995,-0.5710225000000002,1.415,1.546450855667664
73,-0.20375049999999986,-0.9642144999999988,0.435,1.077241323130754
74,-0.13016349999999988,-1.1112619999999997,0.44,1.2022669293365136
75,-0.09177800000000047,-1.2198334999999991,-0.06,1.2247517989397885
76,0.18800499999999942,-1.0740015,-0.36,1.1482269383825001
77,0.19108600000000137,-0.8843920000000008,-0.28,0.9471341346715374
78,0.2080740000000003,-0.9270444999999995,0.04,0.9509502060866537
79,0.026027000000000272,-0.7873159999999996,0.805,1.126307634967019
80,0.025301000000000615,-0.6119754999999998,1.075,1.237246601612326
81,0.003655500000000984,-0.5974094999999994,1.03,1.19071888931456
82,-0.07642799999999966,-0.5916210000000001,0.67,0.897082296573174
83,-0.2467935,-0.8009410000000002,-0.025,0.8384739215522748
84,-0.208989499999999,-0.6009029999999995,-0.35,0.7261274175509757
85,-0.2529586666666671,-0.37022050000000034,-0.4616666666666697,0.6435739404086699
86,0.0570555000000013,-0.04566550000000007,-0.44,0.44602765381812387
87,0.2266915000000006,-0.07806399999999997,-0.275,0.3648397240820279
88,0.09680050000000051,-0.06720649999999921,-0.51,0.5234377235569672
89,0.05465150000000108,0.028710999999999556,-0.385,0.3899180785411855
90,0.11942699999999945,0.045020999999999846,-0.565,0.5792363065019317
91,0.1367134999999996,0.1439760000000001,-0.04,0.20253313224815814
92,0.15962350000000014,0.0637665000000004,0.0,0.17188899986473857
93,0.11321450000000027,-0.025777499999999235,-0.42,0.43575452093638684
94,0.16693899999999984,-0.03871249999999975,-0.56,0.5856340900060805
95,0.1331045000000006,0.17040900000000023,-0.6583333333333349,0.6929349269441035
96,-0.11992300000000114,0.05127250000000003,-0.64,0.6531541894417047
97,-0.20677549999999997,0.019967000000000894,-0.97,0.9919953570905713
98,-0.28480000000000016,-0.033658000000000354,-1.035,1.0739966950433322
99,0.023482666666667457,-0.29415300000000116,-0.9883333333333303,1.0314456848620535
100,0.21396183333333396,-0.3402255000000014,-0.4566666666666697,0.6083399554673846
101,0.39990449999999894,-0.2147085000000004,-0.32,0.5553587571043599
102,0.3396645000000001,-0.1795530000000002,-0.3,0.487453846399072
103,0.17763849999999934,-0.052123999999998887,-0.36,0.4048114969442563
104,0.3163060000000007,0.10788849999999968,0.09,0.3461060734345041
105,0.18436649999999985,0.1151989999999995,0.345,0.4077828048400886
106,0.056849999999999457,0.18360950000000004,0.205,0.2810148946056951
107,-0.03895200000000045,0.181207,-0.02,0.1864221959773032
108,0.1830806666666672,0.22061749999999905,-0.28,0.40073758472766297
109,0.10526449999999954,0.01464900000000057,0.14666666666666514,0.1811251480947927
110,0.38975249999999845,-0.1865349999999995,-0.375,0.5721252638026472
111,0.4510428333333334,-0.30702199999999946,-0.3966666666666697,0.6745714124018358
112,0.4561120000000005,0.013956499999999893,-0.195,0.49624383163546776
113,0.3059179999999992,0.1605305000000004,0.165,0.3828588044622321
114,0.2739125000000013,0.11577500000000043,0.555,0.6296482417042478
115,0.14456650000000082,0.27473000000000014,0.495,0.5842953412635175
116,-0.23769200000000068,0.4349520000000001,-0.02,0.4960652468859318
117,-0.08662050000000136,0.327817,-0.1,0.35350685496783546
118,-0.0514614999999992,0.2849334999999996,-0.18,0.3409331098683431
119,0.13324749999999994,0.1087099999999998,-0.08,0.1896648632621497
120,0.22045150000000036,0.08634549999999991,0.02,0.23760136620503708
121,0.21416200000000118,-0.03267499999999984,-0.18,0.28166117565081716
122,0.310788,-0.2541104999999999,-0.335,0.5228635836948773
123,0.3357445000000007,-0.21558850000000007,-0.14,0.4228507663614913
124,0.4032465000000002,-0.05667733333333331,-0.12,0.424523332546078
125,0.12359750000000076,0.01721149999999966,0.18,0.21902643159787855
126,0.046631999999999604,0.004873000000000047,0.06,0.07614650059589058
127,0.011859999999999218,-0.03859399999999937,-0.02,0.045057257306675175
128,0.03192250000000058,0.04683999999999969,0.155,0.16503948499147109
129,-0.39540300000000117,-0.5312810000000002,-2.175,2.273593638575284
130,-0.2812024999999994,-0.7136750000000001,-1.85,2.002724856696808
131,-0.2196095000000014,-0.6527965,-1.865,1.9881138304690957
132,-0.07021200000000022,-0.6103164999999996,-1.78,1.8830337105628911
133,-0.14262249999999996,-0.679633,-1.7,1.8363665734801562
134,0.07209099999999921,-0.5622060000000004,-0.655,0.8661972631664224
135,0.35583950000000075,-0.4451260000000002,-0.175,0.5961408437913399
136,0.3691089999999986,-0.3583089999999999,-0.29,0.5905309419175246
137,0.23808049999999867,-0.07009799999999984,-0.38,0.45386788175001913
138,0.36598100000000044,0.02503499999999974,-0.08,0.3754581782116356
139,0.3509905000000003,-0.040153999999999995,-0.235,0.42430139618701496
140,0.30145200000000044,-0.0784665000000001,-0.455,0.5514120962821275
141,0.2692825000000005,-0.11268999999999949,-0.45,0.53638801338793
142,0.16731099999999968,-0.03877949999999999,-0.55,0.5761916524397502
143,0.15978849999999967,0.06544399999999939,-0.335,0.37688231832794944
144,0.1061934999999994,0.04669850000000054,-0.195,0.22689823565752978
145,0.17460100000000012,-0.19727299999999956,0.05333333333333485,0.2687872582070148
146,0.195145500000001,-0.007322500000000219,-0.26,0.3251697790024473
147,0.22330900000000042,0.09193449999999985,0.27,0.36224144126707836
148,0.3533910000000003,0.1796440000000007,0.675,0.7828040403683418
149,0.18603950000000055,0.23676000000000044,0.4,0.5006655502031775
150,-0.0903430000000003,0.15506800000000054,-0.275,0.32837926589996547
151,-0.24500549999999977,0.09231600000000015,-0.805,0.8465074948789585
152,-0.2869195000000002,-0.13039099999999906,-1.08,1.125044271289468
153,-0.07498049999999921,-0.26317050000000053,-0.525,0.5920352924028264
154,-0.1467274999999995,-0.3559285,-0.825,0.9104059843654916
155,-0.0993055000000004,-0.13903800000000047,-0.405,0.4395658628399733
156,-0.08565600000000018,-0.02471900000000005,-0.105,0.13774243825706015
157,-0.19443299999999908,0.1120014999999995,-0.24,0.32855521224179285
158,-0.20510066666666715,0.20853133333333404,0.08,0.3032352229687201
159,-0.05767799999999965,0.05996049999999911,0.12,0.14602059185008753
160,-0.04746949999999856,0.11473500000000002,0.17,0.21051715762675943
161,-0.044611999999998486,0.13583349999999939,0.02,0.14436401998507004
162,0.008889499999999089,0.03170300000000054,-0.175,0.17807050126073665
163,0.08301799999999958,0.017782500000000142,-0.16,0.1811303553528506
164,0.06891149999999925,0.029573500000000193,-0.22,0.23242931556604451
165,0.18019799999999805,-0.17805450000000064,-0.34,0.4239984954858325
166,0.4575495000000012,-0.45731749999999977,-0.44,0.7823623462031521
167,0.22560700000000225,-0.3575694999999996,-0.595,0.7299174376456907
168,0.2767484999999999,-0.3747384999999997,-0.255,0.5310778432908868
169,0.17212749999999916,-0.15039199999999994,-0.37,0.434908760454707
