frame_idx,velocity_magnitude
0,0.0
1,3.2403012084390226
2,3.013217965185186
3,3.957190781291758
4,3.6708008788794175
5,3.202140146583549
6,2.660999373846117
7,2.3861204657707864
8,1.048286892313094
9,1.5395195234736296
10,2.2443991353622037
11,3.706981230749799
12,4.582536386892409
13,5.668463555603767
14,5.501454007739527
15,5.922822494871001
16,5.242628965713042
17,6.825412024797463
18,7.11341956075181
19,8.475633684649168
20,9.609654423298363
21,13.005966725720063
22,10.482332091211813
23,11.330441210407601
24,11.641575825377283
25,17.104263206336007
26,11.613349968196854
27,6.002208224974572
28,10.427316537361143
29,12.829041082124684
30,10.73045327657834
31,8.254856344361604
32,4.739910493891475
33,7.062819012185477
34,10.332767826959087
35,9.776127324398056
36,7.867743855717204
37,9.070955973255048
38,11.284593122984932
39,12.28824687660314
40,10.94778285623335
41,6.4759578085744085
42,5.525087676344686
43,8.881375995466737
44,9.366073576252644
45,7.278738968262917
46,5.719378428868566
47,5.638490749454375
48,8.90090023364643
49,9.435163638678087
50,5.83207627338099
51,4.290970890952635
52,7.115212389255132
53,8.20151248386538
54,8.116611706694904
55,5.846371994139614
56,5.439659443098694
57,6.972304995903781
58,9.751089921347354
59,10.762208556386717
60,9.955264347920602
61,8.386491198669518
62,6.410565339909873
63,4.2288997377532285
64,3.7062859884996824
65,2.7520989272506564
66,1.3117647932241383
67,1.4222896331666655
68,2.1730687006104406
69,3.2979260734109017
70,2.0377649519045447
71,1.9226824000124807
72,1.838960577723666
73,1.9414494367282278
74,1.9615578858769378
75,2.589133364819562
76,2.548097502808484
77,1.9191081235840994
78,2.7144591115200405
79,3.1809053047399454
80,2.6623976307245742
81,2.293450931156639
82,2.275747200111719
83,3.989036159763637
84,4.389966120932959
85,3.55337572291288
86,3.6494580265774914
87,3.53726013207951
88,3.6117167269810073
89,2.45046509654598
90,3.671867815425589
91,4.086695418244043
92,4.304218614706324
93,3.751082226476311
94,2.8351178129918155
95,2.707232070814329
96,2.694985771619881
97,2.460307941040731
98,3.038313009759686
99,3.1910338923141848
100,3.0931693536241
101,2.8801712200201104
102,2.127801987847695
103,1.8942410813264239
104,1.9948811021844481
105,1.6288502266754332
106,2.0891894514797023
107,2.569380365670509
108,1.7274559790472743
109,1.8565309754921162
110,2.2929102505247547
111,3.168196773176685
112,2.985344615285997
113,2.2047025233602415
114,2.00355680619874
115,1.5440838574995073
116,1.600905176317665
117,2.9208470425832465
118,3.8868036562655783
119,4.459127839161715
120,5.365541139355921
121,5.107541380661562
122,3.4223859689376503
123,2.6917055092363738
124,3.499273375055182
125,5.3964204504696855
126,6.495543217595573
127,6.711078333457765
128,4.973101215979627
129,3.3086214211635117
130,2.0249535247039754
131,2.232120069093247
132,2.503382312399215
133,3.1271620339253974
134,2.814492707362338
135,2.1088800940600594
136,1.9812545166546573
137,1.9757614646398145
138,3.011780941299217
139,3.561739332983675
140,3.310662396128463
141,2.467235296532757
142,1.2803935947750091
143,1.8015447780163658
144,2.6852339192467634
145,2.9927503885210553
146,2.8082191836704204
147,2.7894195672338453
148,3.6836723481145612
149,4.986253203869519
150,7.649082128812948
151,11.295645363767974
152,15.810907713099416
153,14.13140023823687
154,13.068244392309188
155,11.143398035551886
156,4.972111830943586
157,6.059721775262451
158,10.218810635636029
159,12.848363501107006
160,14.261944721129103
161,12.267698299030197
162,8.703562573361168
163,6.380739630901424
164,4.759649353781549
165,3.7434870625042946
166,2.4427981324395094
167,1.8399383235245135
168,1.7797956515951867
169,1.9489468297153376
170,2.0235389343605954
171,2.3079024231401855
172,3.1054147771945564
173,3.8980509765299387
174,4.1019129831809895
175,3.83628207656529
176,2.2804703759150042
177,2.469897876114945
178,4.474388470868082
179,5.979752558378286
180,5.472982675481361
181,5.472616395759845
182,3.636558580651785
183,2.4061574713549776
184,2.3460748743420003
185,2.836184561231473
186,3.3476320996969213
187,2.8534470772856033
188,2.6840743217954066
189,1.8032424201580248
190,1.6786004054286472
191,1.369721924860024
192,2.1170772811928797
193,3.5962010603719854
194,4.078293826661236
195,3.8882390170559447
196,4.134532192839527
197,4.028130824885769
198,4.561373140308629
199,3.6184786675255767
200,3.3025760339860772
201,6.483706403370465
202,7.135590763993809
203,5.122175142465589
204,3.655275880982006
205,5.372023141158769
206,7.0606861298776735
207,6.972897807401952
208,5.348858115874133
209,5.341165452385303
210,4.2616250734610315
211,3.640283427149832
212,4.639509782506218
213,5.287302289078107
214,5.599194946703354
215,5.460211253810694
216,5.557803665759051
217,4.881029042055522
218,3.8702441295210144
219,3.917913143520015
220,3.158151641475128
221,3.5148280914850845
222,2.570583524687732
223,2.1802495721844144
224,3.2756939848232647
225,3.859198097399667
226,4.424564917982642
227,3.55803652858918
228,3.1591830087192863
229,2.5808730583986175
230,3.2042862979334688
231,2.6508374601631854
232,3.313366347231207
233,2.2755662688910423
234,2.787935280326429
235,4.403415925516381
236,5.395959657923532
237,5.560413796168431
238,5.683937980364656
239,5.044335522972113
240,4.048656373765199
241,3.0928104139645898
242,1.9008932320103127
243,1.0815087674332817
244,1.0877598245484221
245,2.029937990366781
246,3.1753101500474785
247,3.393159631624652
248,4.030083690262335
249,3.313431693149186
250,2.6619390647051606
251,3.0422157819459197
252,2.9586032866661633
253,3.2830505082546955
254,2.148309676973981
255,2.812215620864748
256,3.3816636932267947
257,2.432324607540024
258,1.8743844884533936
259,1.5370310998481713
260,3.6535526806703063
261,5.194774160722215
262,6.298384019657076
263,7.005079386995068
264,6.559916520084994
265,5.704726660954849
266,4.001812506071042
267,3.2924300877775066
268,4.787353060994646
269,5.088812061609791
270,4.840991666105144
271,3.9815929146963365
272,3.8261258037877135
273,3.1201351178412025
274,2.559106829261967
275,1.8421647015273563
276,1.5135978610966234
277,1.2794257481250106
278,1.670068532120363
279,1.6255692069616998
280,1.74928107542474
281,1.322614936317676
282,1.8463152208969074
283,1.6973605572861428
284,2.2146972047079854
285,2.3776139464240242
286,2.637159705274689
287,2.6783834735835406
288,2.0125153407412504
289,1.3682293053269792
290,1.8744932468804643
291,1.5793581724870642
292,1.8359085093652765
293,1.1583970729427833
294,1.5601472729029646
295,1.9920292654770577
296,1.683631231444324
297,1.2641276175499325
298,1.9770877739519002
299,3.242011287908164
300,3.95171031719788
301,4.710727062194473
302,5.299486147287865
303,5.103633763934769
304,4.686640050502649
305,5.322166490280282
306,4.174335148473939
307,7.153490278914395
308,9.274222602906901
309,10.255849169973247
310,8.879493605455789
311,6.437429049073519
312,4.216785489398346
313,3.9682543392113843
314,2.7409872617378124
315,2.6841293484411053
316,3.3198201586745326
317,4.028424974635539
318,4.509126566976209
319,4.718095317058067
320,5.499091075969675
321,4.063916429562935
322,1.979365465446752
323,1.7623327867085545
324,4.1403778967596745
325,5.087215897607403
326,5.144871790464767
327,4.51974330857203
328,3.497082484129687
329,2.1370275887661463
330,2.0480772328156407
331,1.739238115781653
332,2.1680463657477156
333,1.352407039891442
334,1.0827247263085131
335,1.1773054740189117
336,2.0383969182361144
337,1.5438106475701097
338,1.6408605477658145
339,1.8064165391525084
340,1.8457015234230418
341,1.8915744389528086
342,1.5346825756972924
343,1.6895628697667469
344,2.199654950712652
345,2.6316883787066807
346,2.482599308451188
347,2.2814222422754726
348,2.7132494855440172
349,2.718660655192319
350,1.66074212377529
351,1.4941742491011758
352,1.9575279086879551
353,2.7389633926709545
354,2.986956994474181
355,2.423305352256684
356,3.1125626833617956
357,4.033156221896896
358,2.307422993795284
359,1.8663257229715562
360,2.7525832261214447
361,4.978187013791507
362,5.09379569011003
363,6.004488605556045
364,4.996987306301538
365,2.803365953254021
366,1.6781116199424453
367,2.024672049316623
368,2.7882729336340426
369,3.1020957014751827
370,2.3917448850770966
371,2.5136606968820354
372,2.486256680914682
373,1.9978312853814792
374,1.8873208840042655
375,2.8954829178327466
376,3.6226870518425387
377,4.045335875093804
378,4.009279504531749
379,5.981832467965868
380,7.508755523664753
381,8.407138758567662
382,8.556238441806231
383,6.964562249280787
384,4.563862224736132
385,3.438514743022823
386,4.813019293597091
387,8.444700663000237
388,9.95912974772401
389,9.710686966360326
390,8.437747169739414
391,6.488336372719223
392,4.539209117073208
393,2.6622089573181578
394,1.9153030912108786
395,2.272049461698245
396,2.06427349664943
397,2.4689774045930095
398,2.6639854766664692
399,2.581885660759603
400,2.049699945095322
401,1.3204640846374027
402,0.6303532359639179
403,1.4727286859164228
404,2.4129519659903216
405,2.284459425073498
406,2.3578268308197092
407,1.8337563795359817
408,2.142620549844681
409,2.9908634485686454
410,4.424913764518688
411,5.5399486309272685
412,5.768809039791468
413,5.478875639952324
414,3.779123062540151
415,3.0152409703384526
416,3.362217579526205
417,6.032906767927704
418,8.070548013987622
419,8.230186832166854
420,7.4408128313832735
421,5.997397179452827
422,3.696896695931946
423,4.368646148042204
424,4.9662335245134885
425,5.425401709628742
426,4.905423238507469
427,3.6712820723937987
428,2.3756582578218675
429,1.5540064327334604
430,1.6338611727325751
431,1.462379551735781
432,1.2395849106640893
433,1.6456620851317318
434,1.5658214722404282
435,1.6973010633335321
436,2.1018049468158773
437,2.5885267544690005
438,2.6399943561434096
439,2.2209089227236083
440,1.9879274328311343
441,2.037225797469194
442,2.1688252675944493
443,3.219419699558339
444,2.7076204223627336
445,2.8462648402766524
446,3.7091183521311706
447,4.565652065359737
448,6.5563655398954
449,8.803354423831987
450,10.225789774156663
451,11.538752191189454
452,13.227421735196836
453,12.150698677270245
454,11.08734697073703
455,9.423350557750187
456,12.39567531307299
457,18.044503773543305
458,20.103409757461428
459,10.887824620794571
460,13.052070047057402
461,13.905538873035274
