frame_idx,0_x,0_y,0_z,1_x,1_y,1_z,2_x,2_y,2_z,3_x,3_y,3_z,4_x,4_y,4_z,5_x,5_y,5_z,6_x,6_y,6_z,7_x,7_y,7_z,8_x,8_y,8_z,9_x,9_y,9_z,10_x,10_y,10_z,11_x,11_y,11_z,12_x,12_y,12_z,13_x,13_y,13_z,14_x,14_y,14_z,15_x,15_y,15_z,16_x,16_y,16_z,17_x,17_y,17_z,label
1182,354.0111,204.5035,2276.0,513.0942,125.4584,2125.0,608.6586,132.6018,2075.0,584.2969,-43.6757,1981.0,355.8781,-90.1744,2015.0,399.1016,116.6136,2219.0,346.7659,-67.4335,2019.0,338.0553,-131.1441,2151.0,638.0525,-172.2103,2019.0,590.3525,-270.4058,1948.0,-1.0,-1.0,-1.0,481.1575,-144.4411,2091.0,317.5367,-239.5303,2063.0,280.1936,-549.839,2011.0,353.4756,222.1042,2160.0,346.6321,222.9588,2276.0,429.5885,247.5801,2138.0,-1.0,-1.0,-1.0,2
1183,353.9287,202.3471,2252.0,507.1577,125.6946,2129.0,606.4618,139.6005,2079.0,581.0525,-46.628,1970.0,359.8574,-90.3534,2019.0,385.5801,116.8764,2224.0,327.7767,-61.0055,2023.0,-1.0,-1.0,-1.0,632.2644,-171.528,2011.0,550.6822,-410.4987,1909.0,-1.0,-1.0,-1.0,477.4758,-143.3359,2075.0,315.074,-237.6726,2047.0,279.2183,-551.1751,2004.0,357.6381,222.5155,2164.0,-1.0,-1.0,-1.0,430.4211,249.5209,2125.0,-1.0,-1.0,-1.0,2
1184,372.7554,182.6532,2191.0,506.7822,126.4621,2142.0,607.4853,132.3461,2071.0,584.2969,-46.8884,1981.0,359.8574,-90.3534,2019.0,380.7516,113.9827,2238.0,330.6687,-70.2724,2104.0,345.6707,-148.8621,2155.0,634.7796,-168.936,2019.0,548.735,-429.9731,1913.0,-1.0,-1.0,-1.0,475.94,-143.8885,2083.0,316.3053,-238.6014,2055.0,275.9697,-551.1751,2004.0,369.6931,216.3929,2173.0,356.7386,210.6514,2224.0,439.9859,247.5801,2138.0,-1.0,-1.0,-1.0,2
1185,-1.0,-1.0,-1.0,533.5621,150.4968,2138.0,658.6743,113.4947,2095.0,598.3478,-43.7639,1985.0,361.9963,-90.8904,2031.0,383.5207,153.5626,2233.0,365.9112,-46.1009,2091.0,349.8754,-140.7533,2138.0,636.7884,-165.3336,2015.0,542.7817,-430.8116,1903.0,326.7212,-387.8183,1268.0,456.9756,-115.4508,2000.0,312.9741,-238.6014,2055.0,276.5206,-552.2752,2008.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2
1186,370.6937,192.6571,2311.0,522.4431,138.981,2121.0,638.0183,116.2227,2083.0,597.1421,-46.8884,1981.0,360.5704,-90.5324,2023.0,385.2382,146.9752,2243.0,349.6567,-72.6689,2075.0,320.4367,-135.1028,2104.0,631.5068,-165.6618,2019.0,545.634,-426.8707,1913.0,-1.0,-1.0,-1.0,462.2308,-126.6208,2023.0,312.9741,-238.6014,2055.0,277.4845,-554.2005,2015.0,365.652,207.5257,2191.0,360.4279,212.8299,2247.0,449.6349,231.6438,2151.0,-1.0,-1.0,-1.0,2
1187,369.0897,199.2866,2301.0,523.1647,136.6277,2138.0,627.8884,119.6007,2083.0,608.1348,-44.0065,1996.0,362.7092,-91.0694,2035.0,388.8742,136.0626,2243.0,351.0047,-83.0833,2083.0,323.3695,-136.869,2079.0,638.0525,-165.6618,2019.0,542.5329,-445.485,1913.0,-1.0,-1.0,-1.0,463.1447,-130.1584,2027.0,310.2455,-239.0659,2059.0,280.1936,-549.839,2011.0,369.6931,212.8689,2173.0,342.9677,226.7314,2205.0,452.3523,240.0626,2164.0,-1.0,-1.0,-1.0,2
1188,357.5793,205.9992,2252.0,516.539,132.3508,2125.0,615.3859,125.8716,2075.0,591.9568,-47.2434,1996.0,340.2201,-90.3534,2019.0,391.6352,121.2416,2238.0,340.2201,-73.982,2019.0,297.4714,-135.8157,2063.0,634.7796,-175.4846,2019.0,539.1344,-460.2881,1923.0,-1.0,-1.0,-1.0,485.687,-136.079,2067.0,309.6428,-238.6014,2055.0,283.0307,-549.0188,2008.0,358.9765,221.1788,2151.0,-1.0,-1.0,-1.0,435.7034,247.1169,2134.0,-1.0,-1.0,-1.0,2
1189,353.1429,201.8978,2247.0,522.186,129.4506,2134.0,617.7585,129.7349,2083.0,569.4325,-56.3266,1974.0,335.6576,-90.8904,2031.0,392.7905,113.2697,2224.0,327.7054,-74.8615,2043.0,-1.0,-1.0,-1.0,635.2901,-186.807,2000.0,384.1038,-334.3067,1378.0,-1.0,-1.0,-1.0,496.1998,-147.2666,2083.0,313.5833,-239.0659,2059.0,278.661,-550.0749,2000.0,353.4756,222.1042,2160.0,-1.0,-1.0,-1.0,427.7801,243.0853,2129.0,-1.0,-1.0,-1.0,2
1190,361.802,197.0186,2233.0,523.4284,128.9046,2125.0,615.3859,125.8716,2075.0,551.2751,-58.9549,1955.0,340.8942,-90.5324,2023.0,420.6842,127.4095,2219.0,350.2009,-64.7948,2039.0,328.9887,-118.3948,2051.0,633.3122,-187.1806,2004.0,536.3308,-454.7921,1913.0,-1.0,-1.0,-1.0,493.3413,-143.0596,2071.0,318.1524,-239.9947,2067.0,282.4669,-551.1751,2004.0,363.5877,211.946,2200.0,-1.0,-1.0,-1.0,431.2313,243.0853,2129.0,-1.0,-1.0,-1.0,2
1191,360.3438,196.2245,2224.0,514.3513,128.3587,2116.0,615.3859,125.8716,2075.0,574.6656,-56.2125,1970.0,344.8541,-90.7114,2027.0,407.2113,124.0899,2224.0,332.0152,-69.8382,2091.0,-1.0,-1.0,-1.0,634.7796,-182.0331,2019.0,381.0377,-336.0719,1367.0,-1.0,-1.0,-1.0,482.3363,-142.7833,2067.0,316.3053,-238.6014,2055.0,277.5463,-551.1051,1992.0,361.1461,211.9872,2164.0,350.0016,206.6733,2182.0,439.1627,250.5777,2134.0,-1.0,-1.0,-1.0,2
1192,350.9104,202.1573,2210.0,515.5666,128.662,2121.0,608.6586,129.2367,2075.0,577.859,-46.628,1970.0,354.0117,-83.9709,2023.0,395.5045,123.8109,2219.0,325.0787,-73.9647,2112.0,-1.0,-1.0,-1.0,637.8313,-184.2978,2008.0,371.6166,-338.3788,1341.0,-1.0,-1.0,-1.0,482.6933,-143.8885,2083.0,313.5833,-235.7267,2059.0,282.4669,-554.425,2004.0,353.4756,229.1101,2160.0,-1.0,-1.0,-1.0,433.8658,259.8594,2125.0,-1.0,-1.0,-1.0,2
1193,348.7424,213.7764,2219.0,507.1577,132.5999,2129.0,612.1786,133.3686,2087.0,569.4325,-43.5214,1974.0,354.0117,-80.6901,2023.0,393.497,127.9263,2228.0,318.768,-72.5289,2071.0,-1.0,-1.0,-1.0,644.3414,-164.7592,2008.0,377.4361,-339.2602,1362.0,-1.0,-1.0,-1.0,471.5703,-127.3719,2035.0,317.5367,-236.1847,2063.0,180.1543,-359.8172,1293.0,353.3412,244.1129,2138.0,-1.0,-1.0,-1.0,431.2116,278.8203,2112.0,-1.0,-1.0,-1.0,2
1194,355.5665,212.8166,2286.0,504.8894,129.4506,2134.0,602.0292,133.3686,2087.0,556.6328,-46.7227,1974.0,354.7116,-84.1369,2027.0,383.5207,124.592,2233.0,307.5052,-74.581,2233.0,-1.0,-1.0,-1.0,644.3414,-168.0156,2008.0,376.3276,-338.2639,1358.0,-1.0,-1.0,-1.0,475.8025,-130.929,2039.0,312.9741,-238.6014,2055.0,176.9566,-359.6749,1285.0,355.305,232.7273,2129.0,-1.0,-1.0,-1.0,436.5201,261.4492,2138.0,-1.0,-1.0,-1.0,2
1195,352.6112,214.7243,2267.0,505.4247,133.9701,2151.0,595.263,140.1377,2087.0,593.9996,-37.4573,1992.0,359.4104,-84.469,2035.0,381.6022,121.5124,2243.0,322.2504,-77.3968,2210.0,334.7632,-144.1648,2087.0,637.8313,-164.7592,2008.0,540.5477,-428.3998,1906.0,-1.0,-1.0,-1.0,465.8866,-134.2357,2039.0,312.0537,-233.742,2071.0,274.3172,-554.3356,1992.0,351.3482,234.6949,2147.0,323.9003,258.6812,2173.0,426.9764,256.4133,2125.0,-1.0,-1.0,-1.0,2
1196,-1.0,-1.0,-1.0,506.3645,137.7141,2155.0,608.6586,132.6018,2075.0,606.1114,-37.6077,2000.0,355.4116,-87.5967,2031.0,377.1237,128.5004,2238.0,314.7448,-60.0956,2233.0,-1.0,-1.0,-1.0,636.7884,-168.6013,2015.0,535.2094,-438.3617,1909.0,-1.0,-1.0,-1.0,458.8035,-122.4255,2008.0,313.5833,-235.7267,2059.0,277.4845,-557.4683,2015.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,431.2313,301.7806,2129.0,-1.0,-1.0,-1.0,2
1197,367.4856,190.9898,2291.0,516.2332,133.1605,2138.0,613.2021,129.4858,2079.0,607.3908,-37.8898,2015.0,354.6418,-93.1176,2008.0,396.3957,116.8764,2224.0,325.0957,-62.918,2205.0,303.9267,-104.4753,2039.0,630.0636,-177.4308,2004.0,535.1809,-456.4563,1920.0,-1.0,-1.0,-1.0,486.6269,-143.0596,2071.0,314.8017,-239.9947,2067.0,274.868,-552.2118,1996.0,367.154,208.3782,2200.0,-1.0,-1.0,-1.0,428.5982,265.622,2116.0,-1.0,-1.0,-1.0,2
1198,369.0897,191.8234,2301.0,513.0942,122.0123,2125.0,604.1281,125.6289,2071.0,590.7705,-43.9183,1992.0,354.6418,-89.8611,2008.0,395.5045,109.4164,2219.0,329.5323,-58.8577,2187.0,303.3305,-104.2703,2035.0,633.522,-175.1369,2015.0,536.3308,-448.5873,1913.0,-1.0,-1.0,-1.0,486.6269,-143.0596,2071.0,310.8483,-232.839,2063.0,279.2183,-554.425,2004.0,367.9885,208.8518,2205.0,-1.0,-1.0,-1.0,429.6109,252.4909,2121.0,-1.0,-1.0,-1.0,2
1199,354.7888,197.5544,2281.0,513.0942,125.4584,2125.0,607.4853,125.6289,2071.0,579.9123,-46.7937,1977.0,352.6117,-90.1744,2015.0,394.3801,113.728,2233.0,319.8275,-63.3276,2100.0,287.854,-146.0161,2019.0,642.596,-172.5515,2023.0,535.1809,-447.1151,1920.0,-1.0,-1.0,-1.0,485.687,-136.079,2067.0,313.5833,-235.7267,2059.0,179.3183,-358.1476,1287.0,358.4645,223.0296,2169.0,-1.0,-1.0,-1.0,428.5982,251.8957,2116.0,-1.0,-1.0,-1.0,2
1200,352.6112,196.3419,2267.0,509.3016,126.2259,2138.0,610.8425,125.6289,2071.0,573.4987,-49.7217,1966.0,353.3117,-90.3534,2019.0,377.1237,117.6121,2238.0,326.8201,-65.4083,2169.0,323.2317,-141.6572,2100.0,635.5243,-168.2667,2011.0,594.3165,-263.4053,1920.0,-1.0,-1.0,-1.0,465.8102,-137.1324,2083.0,318.768,-240.4592,2071.0,275.4189,-559.8053,2000.0,348.4026,225.8219,2129.0,-1.0,-1.0,-1.0,431.2313,253.4433,2129.0,-1.0,-1.0,-1.0,2
1201,347.3228,193.3972,2233.0,507.1577,125.6946,2129.0,612.0223,125.8716,2075.0,577.859,-49.8228,1970.0,357.291,-90.5324,2023.0,379.9009,117.3494,2233.0,332.5464,-61.0062,2138.0,347.8678,-141.3458,2147.0,625.7446,-178.0506,2011.0,553.7768,-429.0741,1909.0,-1.0,-1.0,-1.0,467.3848,-139.9708,2075.0,317.5367,-239.5303,2063.0,178.3337,-362.4739,1295.0,358.4645,219.5121,2169.0,332.0984,225.4832,2228.0,433.0543,244.1129,2138.0,-1.0,-1.0,-1.0,2
1202,367.154,186.9713,2200.0,506.7822,126.4621,2142.0,617.5568,125.6289,2071.0,585.4322,-49.924,1974.0,359.8574,-83.8049,2019.0,377.9662,125.15,2243.0,321.9843,-60.0956,2233.0,-1.0,-1.0,-1.0,630.2556,-175.1369,2015.0,553.8553,-447.1151,1920.0,-1.0,-1.0,-1.0,465.5829,-139.4312,2067.0,316.921,-239.0659,2059.0,177.5075,-358.7041,1289.0,369.0126,215.9946,2169.0,-1.0,-1.0,-1.0,453.9644,246.0539,2155.0,-1.0,-1.0,-1.0,2
1203,372.4582,208.6367,2322.0,506.7822,133.4096,2142.0,617.7585,129.7349,2083.0,597.1421,-46.8884,1981.0,360.5704,-83.9709,2023.0,388.0073,128.5004,2238.0,357.4081,-50.2021,2121.0,348.9632,-130.877,2091.0,626.815,-170.9309,2004.0,548.4862,-454.0509,1923.0,-1.0,-1.0,-1.0,467.3848,-139.9708,2075.0,313.5833,-239.0659,2059.0,178.3337,-362.4739,1295.0,353.3412,230.2438,2138.0,-1.0,-1.0,-1.0,445.3184,259.0679,2147.0,-1.0,-1.0,-1.0,2
1204,372.4582,208.6367,2322.0,498.4509,130.4818,2151.0,600.8754,129.7349,2083.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,382.6619,124.313,2228.0,336.6227,-65.9511,2187.0,-1.0,-1.0,-1.0,635.5243,-168.2667,2011.0,548.735,-445.485,1913.0,-1.0,-1.0,-1.0,461.3377,-135.8157,2063.0,316.921,-239.0659,2059.0,178.7469,-363.3136,1298.0,358.309,231.213,2147.0,-1.0,-1.0,-1.0,446.0813,250.5777,2134.0,-1.0,-1.0,-1.0,2
1205,364.438,204.1441,2272.0,505.8358,129.6932,2138.0,602.0292,133.3686,2087.0,588.5341,-52.8293,1963.0,347.4382,-89.6821,2004.0,389.1853,124.0899,2224.0,356.4229,-59.7792,2095.0,347.6281,-130.3762,2083.0,624.8111,-164.7592,2008.0,546.4896,-443.0764,1916.0,-1.0,-1.0,-1.0,460.4432,-135.5524,2059.0,312.9741,-238.6014,2055.0,179.4354,-364.7132,1303.0,358.309,231.213,2147.0,338.6237,236.9207,2200.0,446.9174,251.0474,2138.0,-1.0,-1.0,-1.0,2
1206,361.2299,202.3471,2252.0,509.3016,133.1605,2138.0,597.4138,132.3461,2071.0,602.7778,-47.0777,1989.0,353.2289,-92.7466,2000.0,392.7905,127.6966,2224.0,375.3606,-59.551,2087.0,343.5904,-130.1259,2079.0,629.0045,-165.0054,2011.0,538.2933,-459.57,1920.0,-1.0,-1.0,-1.0,466.4838,-139.701,2071.0,312.9741,-238.6014,2055.0,277.4845,-560.7361,2015.0,356.807,226.7766,2138.0,330.3361,247.6524,2169.0,445.0361,246.5379,2129.0,-1.0,-1.0,-1.0,2
1207,377.1659,183.0701,2196.0,510.2545,129.9359,2142.0,606.4618,129.4858,2079.0,597.2287,-43.9183,1992.0,363.6811,-92.9321,2004.0,397.9998,128.2133,2233.0,357.9975,-61.1262,2027.0,351.3482,-134.382,2147.0,626.1991,-165.99,2023.0,532.1148,-447.6494,1909.0,-1.0,-1.0,-1.0,466.4838,-139.701,2071.0,315.6896,-238.137,2051.0,275.9697,-554.425,2004.0,374.4843,208.0924,2160.0,352.8889,215.5138,2200.0,453.849,240.6456,2138.0,-1.0,-1.0,-1.0,2
1208,376.6684,184.5706,2214.0,512.7674,129.6932,2138.0,607.4853,125.6289,2071.0,598.428,-40.7695,1996.0,368.2113,-89.9954,2011.0,404.332,124.313,2228.0,345.5346,-61.2468,2031.0,343.6552,-132.7547,2121.0,629.4785,-169.2707,2023.0,537.1719,-452.3981,1916.0,-1.0,-1.0,-1.0,470.1123,-137.8122,2043.0,314.1925,-239.5303,2063.0,177.9206,-359.539,1292.0,375.1778,211.9872,2164.0,-1.0,-1.0,-1.0,457.4577,242.5591,2155.0,-1.0,-1.0,-1.0,2
1209,372.6613,189.7759,2233.0,510.6089,129.1473,2129.0,614.3819,126.3569,2083.0,591.9123,-46.9831,1985.0,364.9514,-89.9954,2011.0,407.9437,124.313,2228.0,352.6117,-67.2999,2015.0,344.3033,-133.0051,2125.0,630.2556,-165.3336,2015.0,535.2094,-447.6494,1909.0,-1.0,-1.0,-1.0,471.3703,-139.1613,2063.0,310.8483,-236.1847,2063.0,178.0583,-361.9141,1293.0,372.9239,214.2021,2151.0,358.1715,235.5024,2327.0,453.9644,242.5591,2155.0,-1.0,-1.0,-1.0,2
1210,365.8816,197.5544,2281.0,510.6089,129.1473,2129.0,612.0223,125.8716,2075.0,593.9308,-43.6757,1981.0,365.6773,-90.1744,2015.0,404.332,120.6998,2228.0,364.3556,-62.2118,2063.0,340.8748,-130.3762,2083.0,630.2556,-168.6013,2015.0,539.4319,-451.6897,1913.0,-1.0,-1.0,-1.0,472.5634,-140.5104,2083.0,313.5833,-235.7267,2059.0,177.2321,-360.2347,1287.0,369.4371,214.2021,2151.0,349.7059,229.9361,2272.0,450.3832,240.6456,2138.0,-1.0,-1.0,-1.0,2
1211,365.8816,197.5544,2281.0,510.6089,129.1473,2129.0,610.8425,125.6289,2071.0,585.4767,-46.9831,1985.0,360.4325,-89.6821,2004.0,407.9437,120.6998,2228.0,360.8233,-68.2351,2043.0,343.6568,-131.4403,2100.0,632.7579,-172.5515,2023.0,538.3039,-453.8411,1909.0,-1.0,-1.0,-1.0,473.7941,-138.8915,2059.0,314.1925,-239.5303,2063.0,178.3337,-362.4739,1295.0,367.4814,211.5954,2160.0,353.4,228.6415,2296.0,442.622,240.1954,2134.0,-1.0,-1.0,-1.0,2
1212,362.0319,191.8156,2257.0,510.6089,129.1473,2129.0,608.6586,129.2367,2075.0,585.4767,-46.9831,1985.0,363.8498,-90.5324,2023.0,411.5554,120.6998,2228.0,359.4104,-71.2681,2035.0,337.4982,-130.3762,2083.0,634.009,-169.6054,2027.0,539.1344,-457.1695,1923.0,-1.0,-1.0,-1.0,475.2779,-138.3519,2051.0,314.8017,-239.9947,2067.0,178.3337,-362.4739,1295.0,364.654,211.9872,2164.0,355.5003,221.5874,2262.0,437.3105,239.1824,2125.0,-1.0,-1.0,-1.0,2
1213,368.531,195.0428,2252.0,511.808,129.4506,2134.0,608.6586,125.8716,2075.0,585.4322,-49.924,1974.0,364.5692,-90.7114,2027.0,417.0871,120.2123,2219.0,368.5809,-71.128,2031.0,323.3695,-123.3827,2079.0,626.815,-164.431,2004.0,590.3525,-301.9971,1948.0,-1.0,-1.0,-1.0,471.1355,-136.1933,2019.0,316.921,-232.3876,2059.0,273.9041,-553.5008,1989.0,368.7501,213.8037,2147.0,352.5142,223.3637,2243.0,441.5849,246.5379,2129.0,-1.0,-1.0,-1.0,2
1214,369.0416,197.0186,2233.0,510.6089,129.1473,2129.0,618.9448,119.8304,2087.0,588.6321,-49.924,1974.0,356.5846,-90.3534,2019.0,419.7186,124.592,2233.0,356.1116,-61.3674,2035.0,327.2581,-135.1028,2104.0,638.0525,-175.4846,2019.0,553.8553,-434.6602,1920.0,-1.0,-1.0,-1.0,480.4695,-138.8915,2059.0,314.1925,-236.1847,2063.0,180.1543,-359.8172,1293.0,371.6699,215.4967,2164.0,-1.0,-1.0,-1.0,453.849,247.5801,2138.0,-1.0,-1.0,-1.0,2
1215,-1.0,-1.0,-1.0,507.1577,132.5999,2129.0,605.7793,147.8219,2100.0,571.4721,-46.628,1970.0,360.5704,-90.5324,2023.0,415.1671,124.313,2228.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,641.7743,-170.5897,2000.0,542.2517,-457.1695,1923.0,-1.0,-1.0,-1.0,476.7359,-127.8726,2043.0,314.1925,-232.839,2063.0,180.1543,-359.8172,1293.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,466.2006,269.5135,2147.0,-1.0,-1.0,-1.0,2
1216,370.3312,227.89,2406.0,509.3016,133.1605,2138.0,603.1831,143.7973,2091.0,574.6656,-43.4332,1970.0,368.5809,-84.303,2031.0,408.8592,120.9707,2233.0,368.4163,-43.4044,2125.0,-1.0,-1.0,-1.0,638.7842,-171.528,2011.0,540.2778,-455.5053,1916.0,-1.0,-1.0,-1.0,481.4029,-132.4701,2063.0,314.1925,-229.4934,2063.0,278.0354,-561.8492,2019.0,347.9163,244.1349,2169.0,-1.0,-1.0,-1.0,441.5849,263.8013,2129.0,-1.0,-1.0,-1.0,2
1217,350.9426,236.8532,2233.0,510.6089,132.5999,2129.0,612.5877,141.0106,2100.0,571.4721,-40.2384,1970.0,370.4085,-80.6901,2023.0,397.9998,120.9707,2233.0,362.7388,-46.5639,2112.0,351.1328,-131.6906,2104.0,633.3122,-170.9309,2004.0,387.7394,-335.5197,1383.0,-1.0,-1.0,-1.0,477.6693,-134.7624,2047.0,310.8483,-229.4934,2063.0,274.868,-552.2118,1996.0,352.6574,270.5177,2155.0,-1.0,-1.0,-1.0,437.3105,280.5365,2125.0,-1.0,-1.0,-1.0,2
1218,350.9426,233.2318,2233.0,510.6089,129.1473,2129.0,615.9918,134.1994,2100.0,563.9378,-46.5334,1966.0,366.4032,-77.2563,2019.0,394.6134,119.9414,2214.0,354.3814,-56.0588,2083.0,287.4002,-127.6223,2039.0,640.0548,-178.4047,2015.0,391.9448,-341.4259,1398.0,-1.0,-1.0,-1.0,491.8768,-140.2406,2079.0,314.1925,-229.4934,2063.0,277.4845,-560.7361,2015.0,354.0022,265.4121,2142.0,-1.0,-1.0,-1.0,432.0283,275.9168,2116.0,-1.0,-1.0,-1.0,2
1219,346.4645,231.4436,2182.0,511.808,129.4506,2134.0,617.9213,130.4823,2095.0,558.7543,-62.2525,1959.0,364.9514,-76.9502,2011.0,395.5045,123.8109,2219.0,362.7388,-49.989,2112.0,276.3304,-128.6237,2055.0,641.0864,-181.0414,2008.0,382.1526,-334.8319,1371.0,-1.0,-1.0,-1.0,493.3413,-139.701,2071.0,315.4109,-230.3833,2071.0,276.9337,-559.6229,2011.0,356.1394,292.107,2134.0,-1.0,-1.0,-1.0,430.3949,281.7108,2108.0,-1.0,-1.0,-1.0,2
1220,345.0354,209.3448,2173.0,516.539,128.9046,2125.0,616.7415,130.2332,2091.0,560.7825,-62.1254,1955.0,361.1519,-76.8354,2008.0,405.2394,124.592,2233.0,364.2845,-46.7624,2121.0,319.3837,-129.8755,2075.0,635.5243,-191.0958,2011.0,386.3039,-340.449,1394.0,-1.0,-1.0,-1.0,490.9305,-139.9708,2075.0,313.5833,-229.0484,2059.0,276.5206,-558.7881,2008.0,360.4785,267.6424,2160.0,-1.0,-1.0,-1.0,432.0283,269.0536,2116.0,-1.0,-1.0,-1.0,2
1221,344.3874,199.8763,2147.0,516.539,128.9046,2125.0,609.9623,130.2332,2091.0,561.9299,-59.0756,1959.0,359.7131,-79.7727,2000.0,406.2958,120.2123,2219.0,362.5216,-56.2741,2091.0,275.7926,-131.6995,2051.0,628.5718,-182.554,1989.0,382.7014,-335.0345,1381.0,-1.0,-1.0,-1.0,489.9841,-146.4182,2071.0,315.6896,-228.1585,2051.0,178.3337,-362.4739,1295.0,358.9765,256.0622,2151.0,-1.0,-1.0,-1.0,434.6352,261.6948,2112.0,-1.0,-1.0,-1.0,2
1222,356.7386,203.4379,2224.0,519.0049,128.662,2121.0,614.5252,133.8798,2095.0,558.7543,-55.8986,1959.0,362.4109,-83.6388,2015.0,418.0269,120.4831,2224.0,373.2023,-62.5737,2075.0,281.8912,-134.7624,2047.0,626.2908,-176.3683,1992.0,528.1889,-453.1279,1906.0,-1.0,-1.0,-1.0,495.247,-146.9838,2079.0,318.1524,-229.9384,2067.0,277.4845,-560.7361,2015.0,358.9765,249.0855,2151.0,-1.0,-1.0,-1.0,439.9256,259.3703,2121.0,-1.0,-1.0,-1.0,2
1223,362.9779,205.4021,2286.0,520.9625,129.1473,2129.0,620.1311,130.2332,2091.0,563.0773,-52.8293,1963.0,354.6418,-86.6047,2008.0,410.8812,112.302,2205.0,379.9296,-52.4784,2075.0,324.2251,-132.4701,2063.0,631.3212,-171.2721,2008.0,532.1148,-435.2658,1909.0,333.8865,-380.4453,1264.0,491.8768,-143.6122,2079.0,315.4109,-230.3833,2071.0,278.661,-553.3184,2000.0,354.8286,241.6586,2147.0,344.4701,248.8744,2311.0,438.1337,263.8013,2129.0,-1.0,-1.0,-1.0,2
1224,362.184,204.9528,2281.0,516.539,128.9046,2125.0,617.7585,126.3569,2083.0,561.9299,-46.3677,1959.0,356.5846,-87.0791,2019.0,405.3803,109.1698,2214.0,347.7221,-60.0361,2104.0,289.0916,-131.6995,2051.0,632.2644,-171.528,2011.0,536.3308,-429.9731,1913.0,-1.0,-1.0,-1.0,482.8674,-141.9543,2055.0,313.2591,-231.2733,2079.0,178.9003,-357.3127,1284.0,354.0022,237.6221,2142.0,-1.0,-1.0,-1.0,438.1337,260.3486,2129.0,-1.0,-1.0,-1.0,2
1225,367.7128,194.6098,2247.0,512.3984,133.9701,2151.0,609.8319,136.2289,2079.0,573.4987,-49.7217,1966.0,355.8781,-86.9066,2015.0,394.6134,112.7604,2214.0,363.6491,-62.0912,2059.0,311.7557,-124.8033,2047.0,626.9892,-168.6013,2015.0,568.1791,-309.7157,1937.0,-1.0,-1.0,-1.0,482.5662,-152.742,2112.0,312.3649,-231.4847,2051.0,275.9697,-557.675,2004.0,360.4785,218.6013,2160.0,350.3216,230.341,2276.0,435.7034,250.5777,2134.0,-1.0,-1.0,-1.0,2
1226,373.0794,180.9801,2214.0,517.5113,129.1473,2129.0,613.3519,133.6242,2091.0,570.3118,-56.0983,1966.0,355.8781,-86.9066,2015.0,401.0654,112.5566,2210.0,356.8115,-64.7948,2039.0,330.6687,-128.2785,2104.0,628.2339,-172.2103,2019.0,544.4931,-422.8823,1909.0,-1.0,-1.0,-1.0,478.6819,-148.115,2095.0,314.1925,-232.839,2063.0,278.0354,-561.8492,2019.0,369.0126,212.477,2169.0,-1.0,-1.0,-1.0,444.2813,248.0433,2142.0,-1.0,-1.0,-1.0,2
1227,372.1816,191.3907,2252.0,516.2332,129.6932,2138.0,611.1291,133.8798,2095.0,581.0856,-46.8884,1981.0,354.0117,-83.9709,2023.0,398.2024,116.3509,2214.0,347.4529,-67.5671,2023.0,323.3695,-126.7543,2079.0,619.0797,-170.5897,2000.0,541.3985,-429.0741,1909.0,327.2365,-382.2512,1270.0,474.8179,-145.6155,2108.0,310.8483,-229.4934,2063.0,180.277,-355.9213,1279.0,361.7893,227.7312,2147.0,-1.0,-1.0,-1.0,438.1337,249.9906,2129.0,-1.0,-1.0,-1.0,2
1228,371.8269,189.351,2228.0,509.3016,129.6932,2138.0,609.9623,133.6242,2091.0,586.3219,-43.5876,1977.0,358.7039,-84.303,2031.0,397.1087,117.0866,2228.0,353.5062,-71.4082,2039.0,326.6359,-124.629,2100.0,626.9892,-171.8691,2015.0,537.1719,-446.1836,1916.0,-1.0,-1.0,-1.0,475.7189,-152.742,2112.0,313.5833,-235.7267,2059.0,278.6612,-540.5429,1977.0,367.8913,216.7796,2142.0,358.1822,211.5039,2233.0,442.622,247.1169,2134.0,-1.0,-1.0,-1.0,2
1229,374.8642,209.9845,2337.0,513.7267,129.9359,2142.0,619.5118,134.9662,2112.0,579.9123,-43.5876,1977.0,360.5704,-80.6901,2023.0,397.9998,117.3494,2233.0,354.7116,-70.9879,2027.0,342.845,-129.0102,2116.0,635.5243,-171.528,2011.0,542.2517,-447.8137,1923.0,-1.0,-1.0,-1.0,484.6226,-149.9532,2121.0,317.5367,-232.839,2063.0,280.1936,-553.1003,2011.0,363.7385,226.7766,2138.0,345.1453,228.1709,2219.0,439.9859,251.0474,2138.0,-1.0,-1.0,-1.0,2
1230,354.7145,210.1168,2257.0,517.5113,129.1473,2129.0,612.1786,133.3686,2087.0,569.4325,-46.7227,1974.0,355.758,-79.6132,1996.0,413.49,116.6136,2219.0,372.4829,-55.7358,2071.0,332.9615,-125.291,2055.0,632.2644,-178.0506,2011.0,535.1809,-459.57,1920.0,-1.0,-1.0,-1.0,491.3263,-151.2232,2091.0,316.3053,-235.2688,2055.0,279.7756,-552.2752,2008.0,355.4896,231.6438,2151.0,-1.0,-1.0,-1.0,430.4211,259.8594,2125.0,-1.0,-1.0,-1.0,2
