frame_idx,0_x,0_y,0_z,1_x,1_y,1_z,2_x,2_y,2_z,3_x,3_y,3_z,4_x,4_y,4_z,5_x,5_y,5_z,6_x,6_y,6_z,7_x,7_y,7_z,8_x,8_y,8_z,9_x,9_y,9_z,10_x,10_y,10_z,11_x,11_y,11_z,12_x,12_y,12_z,13_x,13_y,13_z,14_x,14_y,14_z,15_x,15_y,15_z,16_x,16_y,16_z,17_x,17_y,17_z,label
212,422.088,159.7476,2035.0,552.8234,117.993,2055.0,654.4169,73.3604,2019.0,586.1097,-108.5045,1934.0,400.2125,-119.1691,2008.0,413.3656,147.1884,2091.0,356.4212,1.4308,2178.0,285.8312,-64.5445,2262.0,618.3699,-184.6587,1977.0,602.7308,-254.9904,1927.0,-1.0,-1.0,-1.0,456.5078,-152.0568,1970.0,304.1598,-239.5303,2063.0,167.53,-377.0068,1309.0,436.5779,184.4224,1981.0,408.7828,194.2653,2051.0,520.6494,229.2697,2008.0,-1.0,-1.0,-1.0,2
213,420.4355,160.3756,2043.0,558.3969,114.4372,2051.0,651.1441,73.3604,2019.0,598.9021,-109.1217,1945.0,417.2344,-118.4569,1996.0,468.8716,128.116,2112.0,462.4335,-25.6562,2083.0,421.1038,-79.5522,2079.0,614.9293,-196.3846,1966.0,600.5413,-257.1779,1920.0,-1.0,-1.0,-1.0,467.0346,-161.9694,1974.0,300.8156,-239.5303,2063.0,173.2316,-371.3373,1304.0,433.4096,183.954,2011.0,407.9856,190.5668,2047.0,493.1532,220.6491,1989.0,-1.0,-1.0,-1.0,2
214,418.7892,159.7476,2035.0,543.8863,118.2227,2059.0,639.2072,72.3794,1992.0,622.2667,-116.2611,1959.0,417.2344,-121.6939,1996.0,408.029,139.8329,2134.0,313.2516,9.1971,2358.0,263.5602,-55.8116,2358.0,611.7423,-196.3846,1966.0,601.4797,-263.8169,1923.0,344.5182,-366.6384,1273.0,446.0548,-170.6095,2039.0,305.3393,-240.4592,2071.0,170.068,-371.1609,1296.0,433.3666,177.9971,1981.0,404.7966,185.7835,2031.0,505.4338,222.1864,1974.0,-1.0,-1.0,-1.0,2
215,418.7693,161.7659,2019.0,536.1672,117.993,2055.0,629.2549,71.9797,1981.0,627.2784,-124.893,1945.0,429.2867,-126.9478,1977.0,401.1103,153.676,2134.0,283.2322,26.3215,2534.0,220.0106,-44.0386,2342.0,599.6071,-192.4889,1927.0,597.1007,-264.9921,1909.0,359.1325,-339.1503,1327.0,439.5612,-175.2809,2055.0,306.3116,-238.6014,2055.0,170.068,-366.9574,1296.0,435.6963,184.0501,1977.0,402.6639,186.5636,2004.0,501.1614,215.7679,1945.0,-1.0,-1.0,-1.0,2
216,420.4287,155.8323,2027.0,538.2545,115.1067,2063.0,623.8314,71.7253,1974.0,633.6727,-122.3646,1955.0,426.9412,-124.9309,1996.0,392.0608,151.5156,2104.0,292.0563,30.0706,2504.0,236.8033,-36.6914,2358.0,599.2902,-185.1756,1916.0,601.4797,-266.9355,1923.0,361.5682,-339.2838,1336.0,440.7651,-167.3462,2000.0,308.1003,-239.9947,2067.0,170.9865,-368.9394,1303.0,435.6963,180.8439,1977.0,407.2853,185.4176,2027.0,504.5973,211.4112,1934.0,-1.0,-1.0,-1.0,2
217,426.2229,156.7549,2039.0,546.1609,114.6604,2055.0,622.8323,71.9797,1981.0,632.7003,-122.1769,1952.0,435.1167,-130.944,1989.0,449.1133,132.5595,2023.0,319.702,34.0497,2498.0,255.5141,-41.0653,2390.0,608.3609,-187.9784,1945.0,601.4797,-263.8169,1923.0,-1.0,-1.0,-1.0,461.6059,-166.6769,1992.0,307.504,-239.5303,2063.0,263.5004,-562.0445,2008.0,435.1167,178.716,1989.0,410.5711,182.1303,2027.0,507.9444,214.1441,1959.0,-1.0,-1.0,-1.0,2
218,422.0422,155.2173,2019.0,538.4483,111.111,2051.0,629.2549,75.1923,1981.0,636.2657,-122.8654,1963.0,433.3666,-130.4173,1981.0,410.3773,138.2576,2059.0,327.0134,33.9679,2492.0,265.9074,-60.1668,2379.0,601.4797,-182.7335,1923.0,599.2902,-259.7493,1916.0,378.3475,-343.6931,1398.0,440.8045,-171.8691,2015.0,307.504,-239.5303,2063.0,265.9936,-567.3627,2027.0,434.1537,177.0088,1970.0,410.5001,183.568,2043.0,512.6115,216.1117,1977.0,-1.0,-1.0,-1.0,2
219,422.8784,148.9633,2023.0,537.3982,110.8943,2047.0,630.5255,72.125,1985.0,629.536,-122.1769,1952.0,422.2355,-133.1578,1974.0,404.5873,145.5166,2116.0,293.69,47.9046,2590.0,226.865,-56.1903,2374.0,600.5413,-182.4485,1920.0,596.1843,-265.9638,1916.0,379.3196,-340.4971,1385.0,450.3305,-159.6529,1985.0,308.1003,-239.9947,2067.0,257.3742,-562.8842,2011.0,435.7931,176.3798,1963.0,406.3911,183.2086,2039.0,520.0712,216.5489,1981.0,-1.0,-1.0,-1.0,2
220,419.599,158.8056,2023.0,540.7165,114.214,2047.0,632.4662,75.1923,1981.0,633.6727,-116.0237,1955.0,423.7112,-132.6181,1966.0,403.0577,148.385,2108.0,306.6479,51.4611,2558.0,254.9795,-52.5829,2385.0,599.2902,-172.7467,1916.0,595.2508,-265.5474,1913.0,379.3196,-340.4971,1385.0,452.3939,-151.7481,1966.0,305.1191,-237.6726,2047.0,167.9671,-366.9574,1296.0,437.3471,180.2036,1970.0,406.3911,186.5153,2039.0,521.1214,220.2053,1985.0,-1.0,-1.0,-1.0,2
221,416.3196,158.8056,2023.0,543.8863,118.2227,2059.0,633.7432,78.5633,1985.0,634.9692,-116.2611,1959.0,417.3373,-132.6181,1966.0,407.3642,140.6749,2095.0,308.6075,46.9798,2540.0,214.3223,-48.2657,2363.0,605.502,-169.6394,1916.0,608.9783,-264.3656,1927.0,351.658,-346.9012,1284.0,453.0319,-150.899,1955.0,303.5701,-235.7267,2059.0,167.8375,-368.7744,1295.0,434.2416,184.7948,1985.0,402.4049,184.6858,2019.0,522.2259,219.3179,1977.0,-1.0,-1.0,-1.0,2
222,422.9176,153.4482,2039.0,539.2981,122.0342,2067.0,634.3939,75.0405,1977.0,623.2075,-115.8456,1952.0,419.6723,-133.3601,1977.0,402.1051,145.8604,2121.0,326.8619,38.4668,2522.0,254.9795,-56.4507,2385.0,603.6692,-167.749,1930.0,603.6537,-263.4053,1920.0,349.5766,-351.0658,1284.0,440.5406,-148.862,1970.0,301.3989,-236.6426,2067.0,168.6151,-372.5928,1301.0,431.7295,179.1974,1959.0,405.5939,182.8492,2035.0,518.5278,217.7648,1963.0,-1.0,-1.0,-1.0,2
223,417.1428,162.4068,2027.0,543.6989,122.2703,2071.0,641.7743,72.67,2000.0,617.4607,-117.9138,1934.0,413.1692,-131.1415,1992.0,396.5931,158.094,2147.0,314.9411,59.7579,2558.0,260.5822,-52.9356,2401.0,614.9293,-177.2547,1966.0,604.4786,-257.9869,1903.0,356.1107,-336.4155,1308.0,439.6461,-148.5597,1966.0,305.3393,-240.4592,2071.0,169.2631,-374.0248,1306.0,437.3471,183.3984,1970.0,395.8592,187.9601,2019.0,521.4335,218.9851,1974.0,-1.0,-1.0,-1.0,2
224,417.1237,173.6284,2043.0,545.9995,118.682,2067.0,649.854,73.2151,2015.0,619.6955,-115.1928,1941.0,422.2197,-127.7184,1989.0,401.5642,155.1883,2155.0,374.0744,4.9629,2178.0,265.5683,-47.8367,2342.0,614.9293,-177.2547,1966.0,606.3844,-264.9921,1909.0,346.7588,-339.8904,1289.0,442.833,-148.5597,1966.0,304.7496,-239.9947,2067.0,167.9671,-371.1609,1296.0,433.3666,194.0604,1981.0,397.4277,198.5666,2027.0,522.9591,224.2124,1992.0,-1.0,-1.0,-1.0,2
225,411.3813,175.9023,2031.0,541.7731,114.4372,2051.0,655.0142,73.7964,2031.0,624.1653,-112.8532,1955.0,419.6274,-124.6805,1992.0,407.0342,154.6122,2147.0,357.0758,8.5106,2182.0,271.4117,-47.5303,2327.0,602.9837,-185.1092,1948.0,606.7661,-266.519,1920.0,371.5081,-341.7533,1381.0,443.7545,-165.6047,2059.0,308.1003,-239.9947,2067.0,166.7621,-377.3919,1303.0,434.2416,197.6714,1985.0,396.9575,199.9618,2008.0,508.6337,228.5889,1974.0,-1.0,-1.0,-1.0,2
226,423.7282,171.649,2059.0,548.4226,111.111,2051.0,649.1547,73.5057,2023.0,618.4185,-114.9554,1937.0,431.0239,-130.6806,1985.0,401.1572,152.3798,2116.0,347.9565,19.407,2214.0,275.1839,-39.9828,2327.0,616.4098,-191.4577,1981.0,609.9264,-264.7772,1930.0,-1.0,-1.0,-1.0,444.8952,-161.181,2004.0,306.9078,-239.0659,2059.0,168.4855,-372.3065,1300.0,435.0352,186.9721,1974.0,402.2951,199.3503,2035.0,518.9472,230.3259,1989.0,-1.0,-1.0,-1.0,2
227,425.4066,164.3298,2051.0,551.7474,111.111,2051.0,647.8712,73.3604,2019.0,618.7726,-115.6082,1948.0,426.9412,-131.4048,1996.0,408.3364,151.2275,2100.0,341.5482,23.0494,2219.0,275.7752,-36.2868,2332.0,621.3032,-186.8196,1966.0,596.1081,-260.1128,1896.0,521.5134,-461.2455,1927.0,465.7684,-160.5376,1996.0,306.9078,-239.0659,2059.0,167.9671,-366.9574,1296.0,437.4594,188.014,1985.0,401.5043,198.9584,2031.0,522.9591,227.4429,1992.0,-1.0,-1.0,-1.0,2
228,424.5769,164.0093,2047.0,557.2372,114.8836,2059.0,644.3414,76.2172,2008.0,624.4902,-107.1115,1966.0,421.3706,-127.4615,1985.0,406.0863,157.7258,2142.0,335.7101,23.1429,2228.0,271.4117,-32.4353,2327.0,618.1163,-186.8196,1966.0,602.3961,-256.6421,1916.0,-1.0,-1.0,-1.0,460.9107,-156.749,1989.0,306.5188,-241.388,2079.0,167.8375,-368.7744,1295.0,438.2351,183.7708,1974.0,399.132,194.5086,2019.0,521.1214,226.6436,1985.0,-1.0,-1.0,-1.0,2
229,428.7314,161.0036,2051.0,545.9995,118.682,2067.0,643.0579,76.0653,2004.0,611.4887,-103.3417,1955.0,409.4357,-126.7552,1974.0,401.1103,157.1368,2134.0,330.6983,16.0237,2243.0,265.9074,-40.8763,2379.0,610.8089,-183.3511,1963.0,598.3089,-261.0731,1903.0,348.8483,-348.2521,1289.0,438.3981,-174.1808,2004.0,305.3393,-240.4592,2071.0,166.7621,-373.1656,1303.0,438.9011,184.0501,1977.0,400.7136,195.2793,2027.0,528.3014,228.3563,2000.0,-1.0,-1.0,-1.0,2
230,425.3745,162.2596,2067.0,550.5617,114.8836,2059.0,642.4363,69.1489,1992.0,598.8122,-106.5122,1955.0,406.8531,-123.7416,1977.0,403.2413,155.8364,2164.0,321.827,20.4852,2337.0,260.5822,-41.2543,2401.0,617.4316,-184.3785,1974.0,602.3961,-259.7493,1916.0,363.9825,-337.5061,1329.0,437.3471,-158.4464,1970.0,303.1487,-241.388,2079.0,172.8331,-372.5928,1301.0,437.3471,186.5932,1970.0,402.2951,196.0501,2035.0,529.358,228.813,2004.0,-1.0,-1.0,-1.0,2
231,422.905,161.3176,2055.0,549.3502,118.682,2067.0,646.3064,72.8154,2004.0,596.6681,-106.1308,1948.0,404.465,-123.992,1981.0,401.5642,155.1883,2155.0,314.9226,16.7309,2342.0,261.5002,-44.6404,2374.0,609.7935,-184.0049,1970.0,603.6537,-260.2916,1920.0,368.9068,-337.5166,1355.0,439.6461,-154.9364,1966.0,304.7496,-239.9947,2067.0,170.9865,-377.3919,1303.0,432.611,185.9302,1963.0,403.0858,189.822,2039.0,522.9591,227.4429,1992.0,-1.0,-1.0,-1.0,2
232,426.2363,161.3176,2055.0,552.8234,121.3257,2055.0,650.8515,76.2172,2008.0,594.524,-108.8973,1941.0,407.3303,-119.3471,2011.0,398.3964,160.8986,2138.0,330.6404,21.0462,2401.0,271.7801,-36.7692,2363.0,613.1985,-185.0324,1981.0,601.4529,-256.2402,1913.0,-1.0,-1.0,-1.0,443.734,-152.0568,1970.0,301.9821,-237.1006,2071.0,170.068,-369.0591,1296.0,435.6963,180.8439,1977.0,402.2951,189.4496,2035.0,521.1214,226.6436,1985.0,-1.0,-1.0,-1.0,2
233,427.0659,161.6316,2059.0,556.0516,122.0342,2067.0,653.1204,79.7506,2015.0,593.2988,-108.6728,1937.0,389.9772,-118.0415,1989.0,410.5241,156.7686,2129.0,319.7613,16.588,2322.0,267.9496,-40.6014,2363.0,617.6544,-188.6251,1985.0,599.6071,-264.3656,1927.0,-1.0,-1.0,-1.0,444.4319,-154.3847,1959.0,300.3553,-238.4744,2083.0,168.4855,-372.3065,1300.0,439.7892,184.4224,1981.0,403.8766,193.5076,2043.0,524.3391,226.6436,1985.0,-1.0,-1.0,-1.0,2
234,430.4036,161.6316,2059.0,559.4023,122.0342,2067.0,658.3065,80.3839,2031.0,592.5963,-109.1217,1945.0,396.4257,-118.0415,1989.0,411.7406,151.2275,2100.0,326.1659,12.491,2262.0,276.4386,-43.3617,2306.0,614.2316,-190.7811,1974.0,595.2508,-265.5474,1913.0,-1.0,-1.0,-1.0,450.7832,-151.2078,1959.0,299.7785,-234.6449,2079.0,168.2263,-371.7337,1298.0,438.2351,180.5695,1974.0,403.0858,186.5153,2039.0,529.358,228.813,2004.0,-1.0,-1.0,-1.0,2
235,428.7314,161.0036,2051.0,558.3197,121.798,2063.0,649.854,79.7506,2015.0,589.4433,-109.1217,1945.0,399.4153,-118.9317,2004.0,413.3091,151.8037,2108.0,329.9611,12.3585,2238.0,276.4386,-43.3617,2306.0,608.5554,-193.1963,1966.0,595.2452,-270.0541,1923.0,-1.0,-1.0,-1.0,452.6343,-156.1185,1981.0,299.2017,-237.5585,2075.0,168.6151,-366.2632,1301.0,440.6772,178.3565,1985.0,405.4581,190.9391,2051.0,531.2071,229.6122,2011.0,-1.0,-1.0,-1.0,2
236,422.9176,163.3683,2039.0,556.0516,122.0342,2067.0,655.7135,80.0673,2023.0,590.1588,-108.6728,1937.0,400.2527,-114.989,1992.0,408.029,160.5975,2134.0,327.6455,12.4082,2247.0,271.9949,-36.2868,2332.0,609.7935,-193.5894,1970.0,596.1843,-269.071,1916.0,-1.0,-1.0,-1.0,439.2752,-165.99,2023.0,297.4714,-239.5303,2063.0,258.3981,-568.3977,2019.0,439.0021,185.4465,1992.0,405.4581,194.2653,2051.0,531.0975,234.2631,2023.0,-1.0,-1.0,-1.0,2
237,416.2425,174.6482,2055.0,553.7705,122.2703,2071.0,655.7135,80.0673,2023.0,584.8975,-108.2801,1930.0,407.5276,-115.2199,1996.0,405.5433,159.6192,2121.0,332.0252,12.4358,2252.0,275.7752,-40.0687,2332.0,609.9872,-194.6703,1981.0,603.6692,-271.0371,1930.0,-1.0,-1.0,-1.0,443.4296,-169.6054,2027.0,299.7785,-248.1312,2079.0,164.0181,-367.5237,1298.0,439.2732,196.7053,2008.0,410.9933,213.7753,2079.0,522.8609,235.3129,2004.0,-1.0,-1.0,-1.0,2
238,416.2425,174.6482,2055.0,551.4764,122.5065,2075.0,655.7135,80.0673,2023.0,583.8789,-108.6728,1937.0,405.1022,-115.4508,2000.0,403.6217,163.6739,2129.0,325.9209,16.3308,2286.0,271.7801,-44.4335,2363.0,604.4447,-199.2684,1963.0,599.2902,-269.071,1916.0,-1.0,-1.0,-1.0,436.1388,-173.9162,2039.0,298.625,-243.8178,2071.0,163.7653,-369.0591,1296.0,435.1495,193.0635,2004.0,405.4581,210.8962,2051.0,522.1715,236.7772,1989.0,-1.0,-1.0,-1.0,2
239,419.6123,173.2884,2039.0,549.3502,122.0342,2067.0,655.7135,80.0673,2023.0,589.2448,-108.5045,1934.0,408.4995,-124.2424,1985.0,400.1705,163.6739,2129.0,323.9249,16.2308,2272.0,271.7801,-44.4335,2363.0,606.6001,-193.5894,1970.0,594.3165,-266.519,1920.0,-1.0,-1.0,-1.0,431.0389,-160.8593,2000.0,298.625,-237.1006,2071.0,257.3742,-562.8842,2011.0,438.3409,198.0697,1989.0,404.6673,210.4849,2047.0,517.9036,236.301,1985.0,-1.0,-1.0,-1.0,2
240,424.5769,173.9683,2047.0,553.7705,122.2703,2071.0,651.8239,79.5923,2011.0,589.2448,-108.5045,1934.0,403.6483,-130.154,1977.0,402.4959,166.0572,2160.0,326.4437,20.3011,2316.0,266.1353,-36.5202,2347.0,620.6315,-181.1772,1974.0,598.3624,-263.8169,1923.0,382.1157,-340.9888,1387.0,439.6796,-144.3362,1952.0,299.2017,-240.9236,2075.0,260.6341,-562.8842,2011.0,437.4594,197.6714,1985.0,402.2951,209.2509,2035.0,525.0593,238.0867,2000.0,-1.0,-1.0,-1.0,2
241,421.2587,177.288,2047.0,560.5749,121.5618,2059.0,654.4169,79.909,2019.0,591.1547,-114.54,1930.0,404.465,-130.4173,1981.0,406.0863,164.6733,2142.0,325.739,20.2573,2311.0,271.4117,-36.209,2327.0,624.0899,-188.6251,1985.0,596.4833,-267.4907,1927.0,-1.0,-1.0,-1.0,457.7254,-150.3587,1948.0,300.3553,-241.8525,2083.0,168.2263,-367.5237,1298.0,436.648,202.0038,1996.0,401.5043,208.8396,2031.0,509.4067,235.3487,1977.0,-1.0,-1.0,-1.0,2
242,417.1237,173.6284,2043.0,559.4859,117.993,2055.0,657.01,76.9383,2027.0,586.1097,-111.641,1934.0,404.292,-128.1678,1996.0,507.1713,138.2576,2059.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,622.8323,-185.0324,1981.0,599.6071,-258.1155,1927.0,-1.0,-1.0,-1.0,455.5809,-148.5597,1966.0,303.1487,-241.388,2079.0,168.8743,-368.9394,1303.0,436.648,198.7668,1996.0,404.6673,193.8864,2047.0,502.9971,232.1425,1977.0,-1.0,-1.0,-1.0,2
243,425.4066,167.6559,2051.0,552.8234,117.993,2055.0,648.2585,75.9135,2000.0,592.5963,-112.2759,1945.0,402.8742,-127.7184,1989.0,431.2142,149.7153,2079.0,292.5677,25.6982,2474.0,236.3012,-32.7977,2353.0,614.2316,-184.3785,1974.0,602.7308,-258.1155,1927.0,-1.0,-1.0,-1.0,440.5406,-148.862,1970.0,301.9821,-240.4592,2071.0,168.2263,-369.6287,1298.0,432.5439,195.138,1992.0,403.0858,186.5153,2039.0,509.2745,230.3259,1989.0,-1.0,-1.0,-1.0,2
244,423.7282,171.649,2059.0,558.3969,114.4372,2051.0,651.8239,73.0697,2011.0,597.8933,-112.68,1952.0,402.064,-124.2424,1985.0,417.5524,150.8675,2095.0,315.4567,25.2827,2434.0,256.0486,-48.9193,2395.0,608.5554,-183.6313,1966.0,600.5413,-257.1779,1920.0,-1.0,-1.0,-1.0,445.3107,-149.3909,1977.0,305.3393,-240.4592,2071.0,167.9671,-369.0591,1296.0,431.0239,191.2331,1985.0,409.6964,189.822,2039.0,509.2745,227.1003,1989.0,-1.0,-1.0,-1.0,2
245,418.7571,170.9821,2051.0,558.3969,114.4372,2051.0,650.8515,72.9607,2008.0,590.3525,-112.4491,1948.0,398.0425,-123.992,1981.0,414.8777,152.3798,2116.0,324.145,25.345,2440.0,263.2626,-48.8172,2390.0,609.5642,-176.6235,1959.0,600.5413,-257.1779,1920.0,-1.0,-1.0,-1.0,447.8349,-149.1643,1974.0,300.2324,-239.0659,2059.0,168.6151,-372.5928,1301.0,431.0239,191.2331,1985.0,409.6964,186.5153,2039.0,512.4987,227.1003,1989.0,-1.0,-1.0,-1.0,2
246,426.2363,164.6502,2055.0,559.4859,117.993,2055.0,647.5965,72.9607,2008.0,591.3776,-112.045,1941.0,402.8742,-124.4927,1989.0,414.0934,155.5168,2112.0,332.6722,33.7225,2474.0,262.051,-48.5925,2379.0,602.9837,-175.6318,1948.0,594.0062,-255.7045,1909.0,377.7077,-337.0553,1371.0,446.02,-148.5597,1966.0,305.3393,-240.4592,2071.0,165.8662,-366.9574,1296.0,432.4915,190.4624,1977.0,413.0017,183.2086,2039.0,517.9036,226.6436,1985.0,-1.0,-1.0,-1.0,2
247,425.4066,164.3298,2051.0,562.753,118.682,2067.0,651.8239,73.0697,2011.0,586.1097,-111.641,1934.0,399.6499,-118.0415,1989.0,406.3081,159.9202,2125.0,335.0927,33.9679,2492.0,265.3486,-40.7904,2374.0,612.987,-180.8101,1970.0,595.2508,-262.445,1913.0,349.467,-353.0171,1276.0,445.3394,-148.333,1963.0,306.9078,-239.0659,2059.0,168.8743,-368.9394,1303.0,435.6963,184.0501,1977.0,411.3039,183.9274,2047.0,520.0712,226.1869,1981.0,-1.0,-1.0,-1.0,2
248,423.7282,168.3099,2059.0,547.0561,122.2703,2071.0,657.01,76.9383,2027.0,583.8789,-111.8141,1937.0,400.2527,-121.45,1992.0,401.8622,164.3658,2138.0,305.6794,1.5116,2301.0,265.9074,-37.0182,2379.0,602.1814,-180.443,1966.0,599.2902,-262.8566,1916.0,359.4025,-339.2838,1336.0,431.1353,-163.3526,2031.0,301.9821,-240.4592,2071.0,168.2263,-369.6287,1298.0,439.7892,184.4224,1981.0,406.3911,196.4354,2039.0,525.3957,227.1003,1989.0,-1.0,-1.0,-1.0,2
249,424.5514,165.2912,2063.0,550.5617,114.8836,2059.0,658.3065,77.0902,2031.0,586.2904,-112.2759,1945.0,400.2527,-121.45,1992.0,431.1367,140.6749,2095.0,330.3863,29.5062,2457.0,269.3648,-32.6443,2342.0,601.2625,-186.5346,1963.0,594.3165,-266.519,1920.0,-1.0,-1.0,-1.0,435.1167,-159.9746,1989.0,301.3989,-239.9947,2067.0,168.2263,-369.6287,1298.0,434.2416,188.014,1985.0,403.9994,195.2793,2027.0,520.7736,227.8996,1996.0,-1.0,-1.0,-1.0,2
250,419.5738,167.9829,2055.0,558.3969,114.4372,2051.0,658.3065,80.3839,2031.0,579.8395,-111.641,1934.0,391.3496,-121.6939,1996.0,459.4693,135.2218,2116.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,611.0317,-197.1837,1974.0,585.8934,-266.9355,1923.0,-1.0,-1.0,-1.0,475.6685,-164.8361,1970.0,305.3393,-240.4592,2071.0,260.6341,-556.3616,2011.0,435.1167,188.3928,1989.0,408.7828,197.5915,2051.0,511.0668,227.8996,1996.0,-1.0,-1.0,-1.0,2
251,417.0527,168.3099,2059.0,559.4859,117.993,2055.0,654.4169,79.909,2019.0,581.9382,-112.045,1941.0,399.4153,-122.1816,2004.0,404.5873,148.9482,2116.0,351.8691,53.6529,2468.0,275.7752,-21.1593,2332.0,614.2316,-190.7811,1974.0,596.4833,-264.3656,1927.0,523.4078,-462.921,1934.0,473.0125,-154.3847,1959.0,301.3989,-239.9947,2067.0,261.1525,-557.4683,2015.0,426.9412,189.0559,1996.0,406.8389,199.9036,2075.0,509.8666,228.813,2004.0,-1.0,-1.0,-1.0,2
252,419.4834,165.9322,2071.0,557.3078,114.214,2047.0,660.8995,77.3938,2039.0,579.8395,-111.641,1934.0,396.4257,-118.0415,1989.0,411.4475,142.085,2116.0,351.1562,49.5499,2463.0,275.7752,-24.9412,2332.0,613.1985,-194.6703,1981.0,591.2041,-266.519,1920.0,-1.0,-1.0,-1.0,463.8346,-158.7682,1974.0,299.7785,-241.388,2079.0,261.671,-558.5749,2019.0,432.763,190.1925,2008.0,409.976,194.663,2091.0,503.5844,227.4429,1992.0,-1.0,-1.0,-1.0,2
253,426.1977,165.9322,2071.0,560.5749,118.2227,2059.0,662.196,80.8588,2043.0,580.739,-111.8141,1937.0,401.0564,-118.4569,1996.0,412.2596,147.0295,2138.0,338.4673,36.2095,2374.0,275.1839,-24.8877,2327.0,617.6544,-195.0634,1985.0,599.6071,-276.866,1927.0,-1.0,-1.0,-1.0,461.6059,-163.4464,1992.0,307.6983,-249.086,2087.0,258.91,-562.9623,2023.0,434.2717,187.5877,2015.0,410.2026,189.8083,2075.0,511.0668,227.8996,1996.0,-1.0,-1.0,-1.0,2
254,420.2936,169.6178,2075.0,558.3969,114.4372,2051.0,657.5942,77.3938,2039.0,578.6403,-111.4101,1930.0,409.94,-118.2195,1992.0,462.2921,136.0526,2129.0,337.9116,30.901,2267.0,281.3917,-28.526,2316.0,622.5673,-199.979,1970.0,544.7192,-405.2687,1899.0,-1.0,-1.0,-1.0,492.329,-180.5296,2039.0,305.9291,-247.6538,2075.0,260.4458,-566.3017,2035.0,431.9844,189.4496,2035.0,410.2026,193.1734,2075.0,509.8666,228.813,2004.0,-1.0,-1.0,-1.0,2
255,421.914,166.8937,2083.0,560.5749,118.2227,2059.0,662.196,77.5456,2043.0,610.5504,-106.3488,1952.0,421.3126,-121.9378,2000.0,431.2313,136.0526,2129.0,334.9305,19.6963,2247.0,277.1393,-28.0949,2281.0,616.4098,-201.0956,1981.0,580.8646,-320.617,1927.0,-1.0,-1.0,-1.0,469.9439,-173.8332,2000.0,306.9078,-242.405,2059.0,258.91,-566.2431,2023.0,430.1497,190.4766,2011.0,403.4753,193.1734,2075.0,508.3876,229.6122,2011.0,-1.0,-1.0,-1.0,2
256,427.0209,162.8876,2075.0,557.1276,122.2703,2071.0,660.8995,80.7005,2039.0,611.4887,-103.3417,1955.0,430.1553,-127.2047,1981.0,403.5538,154.6122,2147.0,339.9984,27.3926,2281.0,275.2399,-28.2797,2296.0,619.621,-197.883,1981.0,556.9677,-459.57,1920.0,-1.0,-1.0,-1.0,467.8626,-175.4846,2019.0,307.504,-242.8759,2063.0,262.1894,-566.2431,2023.0,438.3981,183.3137,2004.0,411.7406,192.0952,2100.0,515.9317,230.069,2015.0,-1.0,-1.0,-1.0,2
257,430.3845,162.8876,2075.0,552.8234,114.6604,2055.0,658.3065,70.5027,2031.0,599.8259,-106.1308,1948.0,419.6274,-124.6805,1992.0,414.8777,145.5166,2116.0,353.1085,52.0659,2395.0,280.8369,-28.0949,2281.0,619.621,-197.883,1981.0,582.7761,-319.9515,1923.0,-1.0,-1.0,-1.0,468.5686,-171.2721,2008.0,306.9078,-242.405,2059.0,261.1525,-564.0039,2015.0,438.3409,181.9416,1989.0,410.2026,189.8083,2075.0,518.5751,228.3563,2000.0,-1.0,-1.0,-1.0,2
258,425.3745,162.2596,2067.0,559.4023,118.682,2067.0,662.196,70.9192,2043.0,599.8259,-106.1308,1948.0,418.1528,-124.2424,1985.0,412.4198,149.3001,2121.0,345.6507,42.3543,2510.0,273.8831,-24.7701,2316.0,612.987,-190.3945,1970.0,589.9725,-275.2855,1916.0,517.7245,-457.8945,1913.0,453.5482,-166.0912,1985.0,307.504,-242.8759,2063.0,261.1525,-564.0039,2015.0,438.3981,186.5636,2004.0,407.8303,192.0563,2063.0,512.091,228.3563,2000.0,-1.0,-1.0,-1.0,2
259,422.905,161.3176,2055.0,561.5673,122.5065,2075.0,659.603,70.6415,2035.0,592.5963,-109.1217,1945.0,410.8876,-130.4173,1981.0,406.0863,157.7258,2142.0,348.1295,38.5583,2528.0,271.205,-36.6914,2358.0,614.2316,-187.5798,1974.0,595.2508,-262.445,1913.0,-1.0,-1.0,-1.0,451.0349,-155.5669,1974.0,307.504,-242.8759,2063.0,168.2263,-367.5237,1298.0,435.1495,183.3137,2004.0,408.6211,189.0765,2067.0,516.3637,228.813,2004.0,-1.0,-1.0,-1.0,2
260,423.7473,160.3756,2043.0,559.4023,122.0342,2067.0,658.3065,70.5027,2031.0,593.5103,-109.29,1948.0,417.2344,-128.1678,1996.0,401.8622,160.8986,2138.0,339.9335,38.5583,2528.0,269.9399,-32.714,2347.0,614.9293,-183.6313,1966.0,596.4833,-267.4907,1927.0,-1.0,-1.0,-1.0,454.2348,-158.7682,1974.0,305.3393,-243.8178,2071.0,261.1525,-564.0039,2015.0,437.4594,178.3565,1985.0,408.6211,185.7244,2067.0,518.1674,229.6122,2011.0,-1.0,-1.0,-1.0,2
